sample,keywords
integration technology take different form nowadays people provide various description majority dependent effective one job time go many industry mostly company business school known using technology advantage change way improving achieve target goal booming number people using technology becomes easier different task aspect specifically photography video shooting widely known integrated era technology whether software like adobe photoshop adobe premiere pro hardware like dslr canon film fuji film among technology reservation system technology universally applied efficient assistant tool reserve thing service people ahead time provided technology also help store document compile file see company using web portal website direct consumer specifically content web portal limiting traffic specific group user website use content targeting tool create personalized experience user web portal publicfacing page dont require user log freelancer selfemployed person offer service client rising gig economy commonly known freelancing philippine help professional want work selfemployed individual run business working company contract basis instead working normal 9 5 corporate job professional essential right skill set strategy building freelance business specifically regard video photo editing industry year 2019 filipino people need laptop desktop computer adequate internet connection download free editing software handheld device camera video photo editing freelancer xpixel film 2014 integration technology take different form nowadays people provide various description majority dependent effective one job time go many industry mostly company business school known using technology advantage change way improving achieve target goal booming number people using technology becomes easier different task aspect specifically photography video shooting widely known integrated era technology whether software like adobe photoshop adobe premiere pro hardware like dslr canon film fuji film among technology reservation system technology universally applied efficient assistant tool reserve thing service people ahead time provided technology also help store document compile file see company using web portal website direct consumer specifically content web portal limiting traffic specific group user website use content targeting tool create personalized experience user web portal publicfacing page dont require user log freelancer selfemployed person offer service client rising gig economy commonly known freelancing philippine help professional want work selfemployed individual run business working company contract basis instead working normal 9 5 corporate job professional essential right skill set strategy building freelance business specifically regard video photo editing industry year 2019 filipino people need laptop desktop computer adequate internet connection download free editing software handheld device camera video photo editing freelancer xpixel film 2014,"web based application, reservation system, content targeting tool, freelance platform, video editing software, photo editing tools, gig economy, DSLR camera, personalized user experience, multimedia production"
evolution information technology fast progressive many way technology improves efficiency education communication transportation entertainment health people used health technology application skill knowledge form medicine vaccine device system improve quality life population recent generation continuing increase number result increase birth year current average population increase estimated 81 million people per year annual growth rate reached peak late 1960s around two percent 2019 total population philippine approximately 100 million population addition pandemic subsequent lockdown disrupted access family planning result increased unintended pregnancy among female age 15 49 approximately 25 million pierson 2021 future filipino population expected increase slightly despite current overall downward trend population growth reason expected population growth include increase number young unmarried mother high fertility rate ethnic group inadequate sexual education birth control provision government agency around world think possible solution solve population many country philippine one country increase population rapidly year government made program resolve increase population introduction contraceptive method couple start make family must learn use better family planning need enough knowledge kind contraceptive use pro con could bring everyone wholl try use contraceptive method reason government made program public health unit rural health unit rhu barangay health unit bhu staff worker conduct seminar couple woman gave birth choose convince proper important need use contraceptive counseling seminar type scheme could bring positive effect controlling population could result efficient birth spacing rather giving birth yearly could cause poverty however implementation contraceptive use still challenging especially remote area people dont access also monitoring patient plan also problem patient failed attend scheduled appointment check sometimes follow proper step taking respective method upon understanding problem met client especially rural health unit pagsanjan staff well bhu staff researcher idea develop automated system would help rhu pagsanjan easily handle client information monitoring patient plan notifying patient sending sm technology scheduled appointment faster delivery acquired information purpose like generating report proposed system also serve medium rhu bhu nurse midwife want view add edit update print record inside system surely help client way efficient convenient fast secure system improving way life always goal every researcher harnessing full potential technology could achieved topic rural health unit patient contraceptive method monitoring scheduling sm technology family planning awareness monitoring contraceptive used couple especially woman municipality pagsanjan laguna barangay informing schedule counseling checkup contraceptive method availability rhu bhu well recording information needed carried properly without using computerized system,"health technology, family planning system, contraceptive method, rural health unit, patient monitoring, scheduling system, SMS notification, reproductive health education, automated reporting, population control"
cooperative know organization everywhere philippine place people ran borrow money small interest payment reason lack finance cooperative organization basically work provide assistance help term money agricultural tool etc main purpose cooperative organization provide service active member among cooperative us technology practice work mostly estimated 7090 percent cooperative laguna philippine us manually old school method recording retrieving searching past present record cooperative big disadvantage using compared using online system processed generated computer command user system cooperative admins even member integration cooperative loaning management system aim help pcdo cooperative loaner system would organize schedule pcdo cooperative lessen time scheduling seminar immediately response request provide solution problem cooperative system also would manage organize record cooperative store one database system would allow loaner monitor account cooperative open browser study would focus credit cooperative district 4 system would allow loaner monitor account cooperative open browser,"cooperative organization, loan management system, web based application, financial assistance, record management, automated scheduling, database system, member monitoring, credit cooperative, browser-based system"
public service ought provide government especially local government unit lgu also act cited local government code 1991 republic act 7160 declared policy state territorial political subdivision state shall enjoy genuine meaningful local autonomy enable attain fullest development selfreliant community make effective partner attainment national goal toward end state shall provide responsive accountable local government structure instituted system decentralization whereby local government unit shall given power authority responsibility resource process decentralization shall proceed national government local government unit municipality public information office important announcement information update passed 44 national office case municipality sta cruz information disseminated physically personnel two providing service inquires give general information executive order 2 2016 operating executive branch people constitutional right information policy full public disclosure transparency public service providing therefor delivering information physically providing information queue inquirer traditional service municipality provide era technology used communicating like social medium web portal short message system sm technological development pio center disseminating information municipality level process disseminating information always time problem occur personnel deliver information physically sometimes cause length information travel take lot time one waste time also transportation cost complexity sometimes confusion requirement requesting government document unexpectedly whole nation put hold disastrous global pandemic brings hard time community communicate face face travel also cause economic downfall problem occurs researcher need way process easy convenient way using technology email website sm notification community today take le time also implement facetoface policy study proponent propose develop web portal giving general information requirement requesting government document public accessed function disseminating information pio personnel admin account disseminate information pdf file barangays staff access also come sm notification confirmation every five minute still didnt accepted file needed received,"public service, local government unit, web portal, transparency, information dissemination, executive order, social media, short message system, digital communication, document request management"
technology moment like friend make thing easier lighter addition transforms way see thing communication transportation entertainment innovation never stop expect greater thing future continued changing technology everything becoming easier accurate work organization especially trade industry sector purchasing service available public however field government agency cant cope uptodate technology includes department trade industry dti government agency responsible ensuring safety welfare consumer business owner also manage price supply product market philippine dti victoria one main office dti laguna office handle business including repair shop every business need accreditation order certified legitimate nonfraudulent business priority consumer protection group dti prevent low quality service unsatisfied consumer researcher find relevant dti client due increasing demand service needed laguna dti struggling accommodating different business needed accreditation locating accredited repair shop mess costumer need know trusted shop application also drag appointment interview take time process appointment person need go branch dti schedule time consuming staff also owner repair shop output researcher observation interview researcher developed study entitled dti accreditation certificate printing repair shop mapping system help improve current accreditation process,"government agency, consumer protection, accreditation process, service innovation, repair shop, mapping system, business certification, DTI office, appointment scheduling, digital transformation"
tricycle one first common us transportation philippine mostly urban area somehow tricycle operator driver part income survive everyday need support family driving tricycle way earn money make income daily need mostly urban area business one important also one resource help support everyday need lumban municipality tricycle franchise total 1200 tricycle franchise register including toda different barangay organization lot business part lumban licensing office responsible monitoring transaction business permit tricycle franchising franchising tricycle business permit every owner important registered permit municipality permit municipality mean allowed go drive tricycle toda business violation law responsibility must follow lumban municipality licensing office responsible tricycle franchising business permit yearly renewal including payment department police station tricycle case manual process type system using manually process recording managing record franchise business permit one biggest unorganized thing taking care need manage data yearly monthly daily using technology chance make thing organize well manage easily without hassle faster record nowadays technology one important thing support need help researcher work kind technology priority system eliminate unorganized data form every tricycle franchise record business permit registration help lessen time work manage applicant registration technology make thing better manual process adaptation technology system improve quality work adaptation computerized franchising business permit avoid delayed registration quarterly monthly report situation possible solution provide system help work easier lumban municipality tricycle franchise regulatory boardand business permit record management system help licensing office payment department municipality also help tricycle business owner responsible registration renewal permit also manage record make organize,"tricycle business, business permit, franchise registration, data management, record management system, technology adaptation, licensing office, permit renewal, automation, system improvement"
education play important role life many people help technology education student teacher benefit advantage technology come shape many technological advanced device like computer electronic tool resource help faster processing protection record stored information data used make crucial decision regarding thing information management great help benefit people allows working efficiently maximizing productivity work al also known alternative learning system parallel learning system philippine provides practical option existing formal instruction includes nonformal informal source knowledge skill program give chance people school youth adult learner continue basic education people attend school graduate wanted learn continue studying attend al office al office problem recording managing handling data information current method said office still using old way record manage file information student may cause los file deteriorate paper time consuming looking misplace information possible replacing document due covid19 pandemic face face advisable consultation data gathering however researcher come idea use social medium platform continue communicate client gather information needed interviewed consultation researcher find al office central difficulty searching managing file gathering information al student school youth citizen researcher proposed information management system handle list student store information data secured database access al teacher al central school office together al office selected five municipality sta cruz pila pagsanjan lumban kalayaan al teacher input information al student stored search also manage record important matter generating report total number al student enrolled also total number drop al researcher aim provide database system user friendly ease comfort solve problem al teacher regarding process recording storing information al student gathering information school youth per town,"education technology, alternative learning system, information management, student data, database system, data security, record management, report generation, social media platform, user-friendly system"
performing firstaid important save life especially situation needed immediate action emergency happens everywhere happens anytime even comfort home sometimes happens place wherein people ready know react situation needed immediate response know perform firstaid world today people experiencing different unusual event natural disaster eg earthquake tsunami flood etc epidemic pandemic like covid19 disease causing panic philippine entire world road traffic accident sudden illness eg cardiac arrest heat stroke etc cause hazard harm others everyone prepared kind situation today important every one u proper knowledge performing first aid treatment immediate assistance person suffering minor serious illness injury may help person preserve hisher life prevent condition worsening promote recovery however people know first aid imply medical treatment mean replacement knowing firstaid treatment everyone save life learn different treatment person need enroll basic first aid course offered red cross cost lot money although organization giving free trainingseminars still everyone afford go session different reason work schedule place seminar far many reason researcher came idea create mobile application first aid treatment application help lot people basic knowledge learn different task apply emergency take place,"first aid, emergency response, health treatment, mobile application, basic first aid, life-saving skills, injury treatment, medical knowledge, Red Cross training, health education"
"laguna state polytechnic university one outstanding school laguna institution provides student learn new trend education including manipulation new technology laguna state polytechnic university four regular campus located los ba̱os san pablo siniloan sta cruz laguna sta cruz campus main campus laguna state polytechnic university campus eleven department including senior high school department one campus college engineering offering five undergraduate program bachelor science electronics communication engineering bachelor science mechanical engineering bachelor science electrical engineering bachelor science civil engineering bachelor science computer engineering college engineering battery exam really important know student applicable engineering department using battery exam filtering student engineering really pas battery exam likely pas major subject well serf big challenge student fail exam suggested shift college engineering new battery examination examination approved last year dont automated system current system print questionnaire give student manually also check examination manually problem current system randomize questionnaire every batch examinee calculate grade student manually passed failed also problem student complaining failed exam also difficulty getting student grade data privacy registrar office lastly struggle monitoring document student proposed battery exam admin create exam student see exam log system take exam timer start student done taking exam score exam show battery exam really important college engineering basis whether student eligible enter continue course fail longer continue course choose stop shift another course department worse transfer another university
","education technology, engineering programs, battery exam, student examination, grade calculation, data privacy, exam automation, student records, college engineering, mechanical engineering"
municipal budget office accounting office treasury office one important office municipal three office different role budget office municipal budget officer budget officer ii budgeting aide clerk municipal budget office tasked overall program management budgetary allocation government needed implementation program project activity ppas shall provide technical staff service local chief executive official budgetary related concern accounting office subdivided 3 accounting book keeping financial auditing accounting office prepared disbursement voucher record detail purchased furniture fixture equipment including disposal issued request obligation maintain keep record report treasury office subdivided 5 business section cash section land tax section record section franchise section treasury office take charge disbursement local government fund fund three kind fund general fund special education fund trust fund also treasury office one responsible issuing check disbursement voucher document complete treasury office last step one who issuing check obligation request every office municipal generation technology essential part person life technology like basic tool help thing life easier faster evolution technology brought advantage specially organization like municipality government technology simplifies like u allows access different type information easily help 3 stated office report faster process request requesting office municipal budget office accounting office treasury office problem report sometimes request got stocked document needed obligation request already done sometimes take 2 week go accounting office treasury municipal 21 report three office far date report made previous office delay process situation possible solution provide system help work easier bat office budget office accounting office treasury office monitoring record management system help processing obligation request disbursement voucher issuance check monitoring monthly quarterly annual also connect 3 office,"municipal budget office, accounting office, treasury office, budget management, financial auditing, disbursement voucher, obligation request, record management, report automation, government fund management"
occasionally new technology appears promise change daily life better improves performance give faster service creates possibility option previously exist information system new technology become major important tool improve efficiency accelerate movement toward direction alami r 2019 province laguna flood management major problem especially town santa cruz lack current flood level advisory affect community according qomariyatus sholihah 2020 flood one disaster feared people due higher water discharge impact carry waste material interfere community activity advancement today technology existing device help organization providing information status flood level given rainfall measurement rainfall duration study caraig dimaala piamonte 2018 created useful warning device give warning signal water level arises send short sm advisory citizen affected flood furthermore disaster risk reduction management office mdrrmo researcher proposed project entitled rainfall advisory system sm notification rainfall device using esp8266 tipping bucket focus design develop system might help provide effective solution rainfall monitoring giving sending awareness citizen prone flooding,"flood management, rainfall advisory system, short message notification, ESP8266, tipping bucket, disaster risk reduction, monitoring system, sensor devices, community awareness, rainfall monitoring"
chapter researcher introduces client service offered current method office used researcher also mentioned problem client information management defined organizationwide capability creating maintaining retrieving making immediately available right information right place right time hand right people modern age management information important managing information nothing move without information generally believed information power power using development information management system mi tool concerned use suitable information lead better planning decision making lead better outcome significance information technology local civil registry office effective way storing updating locating petitioner data also make workflow productivity local civil registry office member effective efficient sta cruz laguna capital province laguna philippine according 2015 census population 117605 people santa cruz situated bank santa cruz river flow eastern part laguna de bay santa cruz considered service commercial center eastern part province town composed five barangays poblacion area 21 classified urban barangays although relatively far immediate urbanizing influence metropolitan manila santa cruz continues progress classified first class municipality,"client service, information management, civil registry office, data management system, workflow productivity, decision making, local government, population census, municipality, Santa Cruz Laguna"
social welfare defined system overall effort mean designed systematic set program assist population different stage life system come effort intention provide social welfare situation first place overall social welfare mean ongoing attempt take care particular need identified society many different social welfare program implemented differently depending community country unemployment care program elderlypeople program retirement program assistance disabled individual widow care healthcare program among wide range support effort frequently developed part government agenda attend particular condition philippine department social welfare development dswd one executive department mandated law develop manage implement comprehensive social welfare program designed uplift living condition empower disadvantaged child youth woman older person person disability family crisis risk community needing assistance meanwhile healthcare philippine defined world health organization fragmented meaning large gap quality quantity health service poor rich different reason low budget low number manpower general neglect poor philippine always unable keep high standard healthcare abroad 2014 management information system office administration gov ramil hernandez department social welfare development office laguna came launching serbisyong tama health card also known blue card blue card project provincial government laguna pgl headed governor ramil l hernandez effective health management top priority governor 8point program help blue card indigent citizen laguna gain access affordable quality healthcare service hospital direct supervision provincial government student researcher came idea relying technology help office pswdo manage time client researcher believed use technology social worker job great help managing project keeping record sharing information across social service agency,"social welfare, healthcare program, government agenda, social service, information management system, blue card, healthcare access, social worker, client management, technology integration"
technology part daily life affect way individual communicate learn think also affect individual daily work leisureliness activity convert oldworld company institution government agency modern automated one turn printed document electronic manual process computerized file cabinet database technology growth taking place world today swiftly new advancement made passing day help company institution government efficient automated mention primary concern today organization develop keep high priority competitiveness adoption technology result sustainable competitive advantage industry strengthening human capital advance human resource management technology make management better better performance make employee motivated motivated employee result better performance human resource management hrm includes activity recruiting training developing rewarding people organization hrm must aim achieving competitiveness field hr providing constant educational training program personal professional development employee organization conventionally proved information technology internet greatly contribute fulfilment personnel policy organization technological advancement huge impact hr department organization allows company improve internal process core competency municipal human resource located municipal office second floor responsible manpower management entire municipality santa cruz core service includes strategic performance management recruitment reward recognition learning development strategic performance management employee department evaluated ipcropcr evaluated ipcropcr basis reward recognition ipcropcr result also basis learning development employee 1 2 performance require counselling session recruitment responsible applicant want apply certain position applicant must met least minimum requirement position therefor researcher provide computerize human resource management system manage information employee handle core service strategic performance management reward recognition learning development recruitment process upgraded semiautomated since process cant done fully automated researcher created system relevant help municipal human resource office managing process,"human resource management, automation, performance management, recruitment, employee development, strategic management, reward recognition, learning development, computerized system, municipal HR office"
today new technology appears promise change people life better either improves performance working simply faster rate creates possibility option previously exist computer tirelessly perform calculation far beyond human capability also create different possibility interacting world applying calculation information processing thus social interaction including government agency government job providing citizen safe reliable service importance national food authority country big impact agriculture economic primarily governmentowned deal rice primary food grain country mean basic need filipino consumer daily life also give opportunity agency providing assistance program local farmer come calamity one providing need stock people country relevance national food authority information technology useful tool storage retrieving piling document also improve access farmer improving productivity employee organization quality quantity produce increasing efficiency effectiveness service also important recording data information management profile farmer communication training employee assigned work duty inside organization san pablo officially city san pablo simply known san pablo city one 1st class city province laguna philippine according 2015 census population 266068 people located southern portion laguna province one oldest city philippine land area largest province laguna san pablo city politically subdivided 80 barangays,"information technology, agricultural economics, government service, national food authority, rice production, data management, communication tools, farmer assistance programs, productivity improvement, efficiency enhancement"
municipal social welfare development office mswdo government primary welfare agency responsible uplifting living condition improving quality life poorest sector population various program service designed enable become selfreliant contribute national development researcher observe problem mswdo office office small cater crowd going office wherein paper compiled desk cabinet floor paper process office take much time especially filling form scheduled get know id booklet assistance job offer researcher also notice case sometimes data doubled missing destroyed natural cause example yousef baker elebiarys study influence management information system mi malaysian organizational processeseducation sector discus advantage difficulty administration framework presently utilized organization specialist likewise utilized enlightening measurement creating information study poll study poll help improve adapt system office going use future change attainable change traditional process government must done pardo et al 2012 egovernment interoperability interaction policy management technology dimension stated egovernment primary ingredient order improve efficiency effectivity implementation policy program proper aid technology application better service offered large number constituent better quality government process attained addition egovernment give way open government capability interconnect national local government different government agency across particular nation able disseminate information deliver service able gain certain feedback readily service done public moreover author stated advancement technology paired improvement government towards adapting egovernment great improvement done information system government way handle manage information government people delivery service sharing information governance leadership,"social welfare, information management, government agency, e-government, public service, data management system, self-reliance, government efficiency, digital transformation, policy implementation"
role technology give lot help people around world technology life becomes accessible comfortable industry give u lot help gathering information sharing data task work convenient process data easier past century decade people usually use computer gadget find information fast possible based need kind gathering information may lead u new learning behavior document management tracking system way automate process searching editing accessing document specific place modern era management record keeping tracking document help government office client make processing request need particular department much faster everyday transaction record keeping tracking document locating document much easier also help find access document easily based interview researcher conducted admin office municipality hard time managing tracking document distributing document department currently processing document municipality manually document sometimes missing misfiled need document find document easily problem occurred researcher found way help municipality problem mean using modern technology available u today computer internet help make process convenient help track document easily help know department document study researcher seek develop document management tracking system wherein department account allow send forward document using barcode scanner also use receiving document easily identify document,"document management, tracking system, automation, barcode scanner, data management, document processing, record keeping, government office, workflow automation, information sharing"
today modern world growth technology generation moving forward dramatically technology widely used business government office personal use people move forward modernization technology make better business make life easier make time activity technology brought advantage especially corporate world government agency philippine still us method manual processing transaction one traffic management office calamba city laguna currently traffic management office us traffic citation ticket tct apprehending violator transferring ticket traffic management office tct three identical copy yellow one violator pink traffic management office accountability recording last one white ticket treasury copy apprehension traffic enforcer wait team leader collect ticket booklet license transfer tmo sometimes traffic enforcer personally transfer ticket office eight hour working shift team leader surrender ticket booklet license violator office staff accountability recording one special service staff arrange ticket one one alphabetically encoding special service staff start recording take two day current booklet encoded back lag cause issuance order payment delayed encoder transfer ticket order payment staff another encoding ticket next violator go tmo settle hisher violation oop staff issue violator order payment oop indicates price violation information violator staff recorded information transfer ticket treasury office violator go treasury office carrying oop original copy ticket settle violation violator go back office hisher license released based preliminary study conducted current problem researcher identified current ticketing process field 1 writing ticket fade 2 traffic officer tends forget proper traffic violation needed given 3 possibility borrowing lending traffic citation ticket 4 transferring traffic citation ticket office consumes time problem researcher identified traffic management office recording ticket 5 staff alphabetically arrange ticket encoding consume time 6 current ticket encoded two day upon receiving roving officer 7 staff encode ticket two time releasing order payment 8 scattered ticket 9 tampering order payment 10 unorganized report 11 retrieving data consumes time 12 process payment consumes time 13 treasury office give discount violator without knowledge tmo 14 discrepancy citation ticket record traffic management office tmo city treasury management office ctmothe importance pursuing current study help traffic management office modernizing traffic management office record information build system use order stop case corruption giving discount provide proper implementation law return trust citizen back traffic management office,"traffic management, ticketing system, record management, data processing, automation, violation tracking, government office, workflow automation, information system, payment processing"
office liliw mdrrmo currently using paper recording managing incident report recorded incident report form placed folder form storage status possibility destruction misplacement report form high risk kind storage reason researcher developed system improve efficiency term recording storing report office disaster accident rampant throughout world due effect climate change earth suffers strong destructive typhoon flooding landslide drought disaster like earthquake natural disaster contribute 60000 annual death globally hand manmade disaster like accident especially road accident also abundant every country around globe asia according world health organization 316000 people dead year due road accident south east asia alone contributing 25 total road accident death around globe philippine small archipelagic country southeast asia suffers disaster tropical country given location nature country one disasterprone country world country also one country region highest number road accident per year article posted website manilastandardnet calabarzon recorded 2386 road crash incident 165 total incident country prepare disaster country formed agency effect ra 10121 philippine disaster risk reduction management act known today national disaster risk reduction management council ndrrmc office civil defense main purpose agency provide assistance rescue response disaster hit among agency main function provide give knowledge regarding disaster information dissemination report,"disaster management, incident reporting, road accidents, data storage, information system, climate change, natural disasters, risk reduction, disaster response, reporting system"
"chapter researcher present study resemblance study researcher also stated problem study globally mobile technology became gradually demand use information communication technology ict choose technology produce service solution making new mobile application plant give planter opportunity improve work mobile communication also became tool agricultural use would help planter productive plant mobile app fastgrowing mainstream technological development significance information technology plant mobile application efficient way adding selecting storing plant data also make user productive taking care plant philippine people engaged planting cant taken granted study aim educate userfriendly platform use filipino plant mobile app allowing user maximize time efficiency study seek develop mobile application beneficial plant lover boost enthusiasm field gardening aim improve knowledge increase awareness add interest learning plant design promote understanding vast variety plant identity classification proper care development mobile app lead better outcome country","mobile technology, information communication technology, mobile application, plant care, agricultural technology, productivity, user-friendly platform, plant identification, gardening, knowledge sharing"
"living world every aspect everybodys life technologically advanced need developing improved machine gadget give people satisfaction greatly needed society constantly changing smart machine get smarter life becoming increasingly connected world another biggest benefit according modern technology planning network also improve application also would help institution know needed network requirement trivia learn network technology developing fast way numerous area corporate education industrial computer network technology permit establishment organization send information digitally assistance information system point information transmission done middle least two pc utilizing communication medium like link wire point called computer network accomplish great plan network need consider necessity planning accessible innovation plan network company today vital accomplish effective efficient company ground business task rely upon network performance accordingly need legitimate organization plan ideally improve efficiency performance network usage within company network bandwidth fundamental factor planning maintenance functional network bandwidth capacity channel send data network bandwidth capacity network communication link transmit maximum data starting one point onto next computer network internet connection given measure time improper utilization bandwidth insufficient bandwidth allocation lead fault packet loss setting routing path source destination reduction speed data director information communication technology service icts office mr edward flores office located laguna state polytechnic university sta cruz main campus icts office one manage allit work entire laguna state polytchnic university campusesthe icts office incharge hardware software internet telephone photo video production editing etc researcher came online bandwidth calculator compute bandwidth requirement make planning maintaining simpler website accessible establishment answer survey calculate bandwidth requirement gain information bandwidth needed","network planning, bandwidth, information system, communication medium, computer network, internet connection, bandwidth calculator, ICT service, data transmission, network performance"
population grows bigger hunger improvement life grows bigger since innovation technology born support quality life people various aspect objective manual transaction replaced vast advanced technology technology lessens time work creates mobility encourages creativity easier faster communication provides better opportunity field current technology mostly contributes advancement entertainment like game gadget service business school bank hotel restaurant hospital term information technology used service describe process used store information use advanced technology transaction processing operation becomes faster accurate effective schedule timetable basic timemanagement tool consists list time possible task event action intended take place sequence event chronological order thing intended take place every person timetable schedule work pace daily life simple dinner date appointment mayor people jot calendar simply remember mentally remind somewhere go date time specific month 44 national office philippine making appointment every important figure way address public concern municipality sta cruz consisted 26 barangays 117605 population large scope area qualifies first class municipality municipal hall sta cruz laguna located poblacion iii near town plaza overall population 11605 sta cruz laguna mayor must make time address concern citizen huge population mayor office conundrum address every citizen concern personally span mayor available time past decade modern technology interchanging rapidly actually considered primary tool many industry health industry business industry educational industry many organizational institution multi transaction getting appointment mayor secretary physically traditional way thing era technology inquiring thing social medium sm email used mayor office focal point office inquired mayor available appointment current process mayor office making appointment mayor going personally requesting one secretary mayor consent making appointment mayor time consuming pursuit mayor schedule ever changing many people making appointment mayor schedule time canceled reason secretary change mayor schedule every time people need make appointment mayor certain input advice permission resolved mayor study researcher proposes website mobile application information mayor schedule publicly given except one confidential accessed various user ranging civilian office staff barangay staff mayor office staff access website mobile application add delete appointment proposed system also come sm notification function appointee notified appointment accepted use advance technology transaction processing operation becomes faster accurate effective time go automated system use advance technology became useful minimizes amount time needed accomplish specific multi task generation computer machine considered one primary necessity many institution progression advancement technology like computer machine mobile phone hardware device growing make task easier better mode accurate reliable output promoting gain encouragement acknowledgement,"information technology, mobile application, appointment scheduling, transaction processing, mayor office, website development, notification system, time management, social media, appointment management"
